"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","AGRSUPP","CSE","PC_AGRCONSUMP","A","2012",0,
"AUS","AGRSUPP","CSE","PC_AGRCONSUMP","A","2013",-0.00003125,
"AUS","AGRSUPP","CSE","PC_AGRCONSUMP","A","2014",0,
"AUS","AGRSUPP","CSE","PC_AGRCONSUMP","A","2015",0,
"AUS","AGRSUPP","CSE","PC_AGRCONSUMP","A","2016",0,
"AUS","AGRSUPP","CSE","PC_AGRCONSUMP","A","2017",0,
"AUS","AGRSUPP","CSE","PC_AGRCONSUMP","A","2018",0,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","1986",5.834595897,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","1987",6.99415595,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","1988",5.653643562,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","1989",8.378741185,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","1990",9.320104204,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","1991",11.53528515,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","1992",9.861971592,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","1993",10.25631672,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","1994",11.28374785,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","1995",23.43943998,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","1996",21.27399605,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","1997",35.19452829,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","1998",30.90141257,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","1999",33.77079317,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","2000",38.53310175,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","2001",37.6575532,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","2002",33.87243622,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","2003",43.13933863,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","2004",49.94231266,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","2005",48.31443758,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","2006",45.80767711,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","2007",35.79168943,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","2008",39.0720522,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","2009",51.0214115,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","2010",43.32677271,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","2011",44.50778274,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","2012",56.99988136,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","2013",51.8185939,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","2014",59.44209897,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","2015",56.72625644,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","2016",60.29012597,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","2017",54.17508119,
"AUS","AGRSUPP","GSSE","PC_AGRSUPP","A","2018",52.01242689,
"CAN","AGRSUPP","PSE","MLN_USD","A","1986",6084.533317,
"CAN","AGRSUPP","PSE","MLN_USD","A","1987",6673.218838,
"CAN","AGRSUPP","PSE","MLN_USD","A","1988",5651.241431,
"CAN","AGRSUPP","PSE","MLN_USD","A","1989",5119.417796,
"CAN","AGRSUPP","PSE","MLN_USD","A","1990",6180.590794,
"CAN","AGRSUPP","PSE","MLN_USD","A","1991",7313.831106,
"CAN","AGRSUPP","PSE","MLN_USD","A","1992",5495.695072,
"CAN","AGRSUPP","PSE","MLN_USD","A","1993",4253.945765,
"CAN","AGRSUPP","PSE","MLN_USD","A","1994",3802.418383,
"CAN","AGRSUPP","PSE","MLN_USD","A","1995",3988.733063,
"CAN","AGRSUPP","PSE","MLN_USD","A","1996",3570.771925,
"CAN","AGRSUPP","PSE","MLN_USD","A","1997",3018.441962,
"CAN","AGRSUPP","PSE","MLN_USD","A","1998",3302.702577,
"CAN","AGRSUPP","PSE","MLN_USD","A","1999",3495.013769,
"CAN","AGRSUPP","PSE","MLN_USD","A","2000",4352.401839,
"CAN","AGRSUPP","PSE","MLN_USD","A","2001",3646.798745,
"CAN","AGRSUPP","PSE","MLN_USD","A","2002",4724.526772,
"CAN","AGRSUPP","PSE","MLN_USD","A","2003",5854.2424,
"CAN","AGRSUPP","PSE","MLN_USD","A","2004",5543.410341,
"CAN","AGRSUPP","PSE","MLN_USD","A","2005",6358.437755,
"CAN","AGRSUPP","PSE","MLN_USD","A","2006",6602.696914,
"CAN","AGRSUPP","PSE","MLN_USD","A","2007",6500.543203,
"CAN","AGRSUPP","PSE","MLN_USD","A","2008",5757.888443,
"CAN","AGRSUPP","PSE","MLN_USD","A","2009",6705.067555,
"CAN","AGRSUPP","PSE","MLN_USD","A","2010",7148.107019,
"CAN","AGRSUPP","PSE","MLN_USD","A","2011",7464.048999,
"CAN","AGRSUPP","PSE","MLN_USD","A","2012",7402.456022,
"CAN","AGRSUPP","PSE","MLN_USD","A","2013",5459.572828,
"CAN","AGRSUPP","PSE","MLN_USD","A","2014",4538.844382,
"CAN","AGRSUPP","PSE","MLN_USD","A","2015",3970.930946,
"CAN","AGRSUPP","PSE","MLN_USD","A","2016",4696.811724,
"CAN","AGRSUPP","PSE","MLN_USD","A","2017",4082.915618,
"CAN","AGRSUPP","PSE","MLN_USD","A","2018",4198.508873,
"CAN","AGRSUPP","TSE","MLN_USD","A","1986",7395.31466,
"CAN","AGRSUPP","TSE","MLN_USD","A","1987",6760.267722,
"CAN","AGRSUPP","TSE","MLN_USD","A","1988",5848.271029,
"CAN","AGRSUPP","TSE","MLN_USD","A","1989",5985.42833,
"CAN","AGRSUPP","TSE","MLN_USD","A","1990",6600.720016,
"CAN","AGRSUPP","TSE","MLN_USD","A","1991",7296.700535,
"CAN","AGRSUPP","TSE","MLN_USD","A","1992",5417.890577,
"CAN","AGRSUPP","TSE","MLN_USD","A","1993",4788.229783,
"CAN","AGRSUPP","TSE","MLN_USD","A","1994",4260.174353,
"CAN","AGRSUPP","TSE","MLN_USD","A","1995",4070.030673,
"CAN","AGRSUPP","TSE","MLN_USD","A","1996",3857.614359,
"CAN","AGRSUPP","TSE","MLN_USD","A","1997",3707.450289,
"CAN","AGRSUPP","TSE","MLN_USD","A","1998",3923.105241,
"CAN","AGRSUPP","TSE","MLN_USD","A","1999",4477.288177,
"CAN","AGRSUPP","TSE","MLN_USD","A","2000",6022.335771,
"CAN","AGRSUPP","TSE","MLN_USD","A","2001",5473.441658,
"CAN","AGRSUPP","TSE","MLN_USD","A","2002",6422.023546,
"CAN","AGRSUPP","TSE","MLN_USD","A","2003",6780.631432,
"CAN","AGRSUPP","TSE","MLN_USD","A","2004",5767.227225,
"CAN","AGRSUPP","TSE","MLN_USD","A","2005",6889.745184,
"CAN","AGRSUPP","TSE","MLN_USD","A","2006",6843.012312,
"CAN","AGRSUPP","TSE","MLN_USD","A","2007",6501.955459,
"CAN","AGRSUPP","TSE","MLN_USD","A","2008",5309.068673,
"CAN","AGRSUPP","TSE","MLN_USD","A","2009",6268.338166,
"CAN","AGRSUPP","TSE","MLN_USD","A","2010",7127.265508,
"CAN","AGRSUPP","TSE","MLN_USD","A","2011",7153.142281,
"CAN","AGRSUPP","TSE","MLN_USD","A","2012",7585.601839,
"CAN","AGRSUPP","TSE","MLN_USD","A","2013",5843.104525,
"CAN","AGRSUPP","TSE","MLN_USD","A","2014",4992.433348,
"CAN","AGRSUPP","TSE","MLN_USD","A","2015",5145.736562,
"CAN","AGRSUPP","TSE","MLN_USD","A","2016",5786.657995,
"CAN","AGRSUPP","TSE","MLN_USD","A","2017",5139.309403,
"CAN","AGRSUPP","TSE","MLN_USD","A","2018",4867.739928,
"CAN","AGRSUPP","CSE","MLN_USD","A","1986",-2452.635086,
"CAN","AGRSUPP","CSE","MLN_USD","A","1987",-3388.96441,
"CAN","AGRSUPP","CSE","MLN_USD","A","1988",-2739.690203,
"CAN","AGRSUPP","CSE","MLN_USD","A","1989",-2393.380778,
"CAN","AGRSUPP","CSE","MLN_USD","A","1990",-1913.279405,
"CAN","AGRSUPP","CSE","MLN_USD","A","1991",-3111.651819,
"CAN","AGRSUPP","CSE","MLN_USD","A","1992",-2678.855949,
"CAN","AGRSUPP","CSE","MLN_USD","A","1993",-2471.2653,
"CAN","AGRSUPP","CSE","MLN_USD","A","1994",-2382.447829,
"CAN","AGRSUPP","CSE","MLN_USD","A","1995",-1801.74139,
"CAN","AGRSUPP","CSE","MLN_USD","A","1996",-1617.523777,
"CAN","AGRSUPP","CSE","MLN_USD","A","1997",-1853.816088,
"CAN","AGRSUPP","CSE","MLN_USD","A","1998",-1894.659846,
"CAN","AGRSUPP","CSE","MLN_USD","A","1999",-1926.575837,
"CAN","AGRSUPP","CSE","MLN_USD","A","2000",-2296.592607,
"CAN","AGRSUPP","CSE","MLN_USD","A","2001",-1577.481865,
"CAN","AGRSUPP","CSE","MLN_USD","A","2002",-2393.231937,
"CAN","AGRSUPP","CSE","MLN_USD","A","2003",-2770.013863,
"CAN","AGRSUPP","CSE","MLN_USD","A","2004",-2615.73101,
"CAN","AGRSUPP","CSE","MLN_USD","A","2005",-3097.67406,
"CAN","AGRSUPP","CSE","MLN_USD","A","2006",-4206.686131,
"CAN","AGRSUPP","CSE","MLN_USD","A","2007",-3084.458117,
"CAN","AGRSUPP","CSE","MLN_USD","A","2008",-2871.106982,
"CAN","AGRSUPP","CSE","MLN_USD","A","2009",-4232.930224,
"CAN","AGRSUPP","CSE","MLN_USD","A","2010",-4652.009353,
"CAN","AGRSUPP","CSE","MLN_USD","A","2011",-4648.289919,
"CAN","AGRSUPP","CSE","MLN_USD","A","2012",-5115.231456,
"CAN","AGRSUPP","CSE","MLN_USD","A","2013",-4165.202443,
"CAN","AGRSUPP","CSE","MLN_USD","A","2014",-3170.561623,
"CAN","AGRSUPP","CSE","MLN_USD","A","2015",-2756.302952,
"CAN","AGRSUPP","CSE","MLN_USD","A","2016",-3444.372186,
"CAN","AGRSUPP","CSE","MLN_USD","A","2017",-2903.781203,
"CAN","AGRSUPP","CSE","MLN_USD","A","2018",-2534.592996,
"CAN","AGRSUPP","GSSE","MLN_USD","A","1986",1088.592751,
"CAN","AGRSUPP","GSSE","MLN_USD","A","1987",1117.108215,
"CAN","AGRSUPP","GSSE","MLN_USD","A","1988",1253.338376,
"CAN","AGRSUPP","GSSE","MLN_USD","A","1989",1465.859049,
"CAN","AGRSUPP","GSSE","MLN_USD","A","1990",1512.048819,
"CAN","AGRSUPP","GSSE","MLN_USD","A","1991",1700.865658,
"CAN","AGRSUPP","GSSE","MLN_USD","A","1992",1516.080203,
"CAN","AGRSUPP","GSSE","MLN_USD","A","1993",1354.581062,
"CAN","AGRSUPP","GSSE","MLN_USD","A","1994",1250.726537,
"CAN","AGRSUPP","GSSE","MLN_USD","A","1995",1331.88414,
"CAN","AGRSUPP","GSSE","MLN_USD","A","1996",1313.22414,
"CAN","AGRSUPP","GSSE","MLN_USD","A","1997",1183.204266,
"CAN","AGRSUPP","GSSE","MLN_USD","A","1998",1084.955881,
"CAN","AGRSUPP","GSSE","MLN_USD","A","1999",1275.351847,
"CAN","AGRSUPP","GSSE","MLN_USD","A","2000",1197.646619,
"CAN","AGRSUPP","GSSE","MLN_USD","A","2001",1253.938195,
"CAN","AGRSUPP","GSSE","MLN_USD","A","2002",1327.904269,
"CAN","AGRSUPP","GSSE","MLN_USD","A","2003",1744.948039,
"CAN","AGRSUPP","GSSE","MLN_USD","A","2004",1622.074611,
"CAN","AGRSUPP","GSSE","MLN_USD","A","2005",2204.279543,
"CAN","AGRSUPP","GSSE","MLN_USD","A","2006",1986.484792,
"CAN","AGRSUPP","GSSE","MLN_USD","A","2007",2391.94888,
"CAN","AGRSUPP","GSSE","MLN_USD","A","2008",2004.108269,
"CAN","AGRSUPP","GSSE","MLN_USD","A","2009",2003.359337,
"CAN","AGRSUPP","GSSE","MLN_USD","A","2010",2290.928821,
"CAN","AGRSUPP","GSSE","MLN_USD","A","2011",2481.200545,
"CAN","AGRSUPP","GSSE","MLN_USD","A","2012",2345.506862,
"CAN","AGRSUPP","GSSE","MLN_USD","A","2013",2293.532206,
"CAN","AGRSUPP","GSSE","MLN_USD","A","2014",2082.150914,
"CAN","AGRSUPP","GSSE","MLN_USD","A","2015",1737.291211,
"CAN","AGRSUPP","GSSE","MLN_USD","A","2016",1702.36577,
"CAN","AGRSUPP","GSSE","MLN_USD","A","2017",1701.483657,
"CAN","AGRSUPP","GSSE","MLN_USD","A","2018",1521.946586,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","1986",-21.34080704,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","1987",-27.36118277,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","1988",-19.43831222,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","1989",-15.93157691,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","1990",-14.18921286,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","1991",-22.06392603,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","1992",-19.14392598,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","1993",-16.84597037,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","1994",-16.32802456,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","1995",-11.22670729,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","1996",-10.28619469,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","1997",-12.21095348,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","1998",-13.4621422,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","1999",-13.87688077,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","2000",-15.23286782,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","2001",-9.986267585,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","2002",-15.20423296,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","2003",-15.86435534,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","2004",-14.79004397,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","2005",-16.2215891,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","2006",-18.89543468,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","2007",-11.23560673,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","2008",-10.84746869,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","2009",-17.90500592,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","2010",-15.51689624,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","2011",-13.72767692,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","2012",-14.39819468,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","2013",-12.39420017,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","2014",-9.395493513,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","2015",-9.443201189,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","2016",-12.02647005,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","2017",-9.920267257,
"CAN","AGRSUPP","CSE","PC_AGRCONSUMP","A","2018",-8.499099662,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","1986",15.00026105,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","1987",14.33621696,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","1988",18.13666711,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","1989",22.24381548,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","1990",18.04445669,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","1991",18.85914723,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","1992",21.6218758,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","1993",24.15217228,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","1994",24.751448,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","1995",25.03251201,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","1996",26.8182547,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","1997",28.16049238,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","1998",24.72744613,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","1999",26.73488679,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","2000",21.57902994,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","2001",25.58146151,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","2002",21.94001484,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","2003",22.77905582,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","2004",22.63733191,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","2005",25.7426954,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","2006",23.12763504,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","2007",26.87320469,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","2008",25.81949392,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","2009",23.00480384,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","2010",24.26948955,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","2011",24.94536,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","2012",24.0563497,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","2013",29.56839866,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","2014",31.43371011,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","2015",30.43459376,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","2016",26.60288407,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","2017",29.36967286,
"CAN","AGRSUPP","GSSE","PC_AGRSUPP","A","2018",26.49243029,
"ISL","AGRSUPP","PSE","MLN_USD","A","1986",158.9383221,
"ISL","AGRSUPP","PSE","MLN_USD","A","1987",215.9531004,
"ISL","AGRSUPP","PSE","MLN_USD","A","1988",205.3640072,
"ISL","AGRSUPP","PSE","MLN_USD","A","1989",178.1314358,
"ISL","AGRSUPP","PSE","MLN_USD","A","1990",177.1657013,
"ISL","AGRSUPP","PSE","MLN_USD","A","1991",197.1305618,
"ISL","AGRSUPP","PSE","MLN_USD","A","1992",187.71486,
"ISL","AGRSUPP","PSE","MLN_USD","A","1993",147.1038719,
"ISL","AGRSUPP","PSE","MLN_USD","A","1994",124.2100813,
"ISL","AGRSUPP","PSE","MLN_USD","A","1995",126.2989754,
"ISL","AGRSUPP","PSE","MLN_USD","A","1996",129.3578922,
"ISL","AGRSUPP","PSE","MLN_USD","A","1997",130.2782378,
"ISL","AGRSUPP","PSE","MLN_USD","A","1998",174.4383445,
"ISL","AGRSUPP","PSE","MLN_USD","A","1999",172.6833549,
"ISL","AGRSUPP","PSE","MLN_USD","A","2000",143.2897431,
"ISL","AGRSUPP","PSE","MLN_USD","A","2001",121.3067932,
"ISL","AGRSUPP","PSE","MLN_USD","A","2002",151.3670379,
"ISL","AGRSUPP","PSE","MLN_USD","A","2003",164.1815857,
"ISL","AGRSUPP","PSE","MLN_USD","A","2004",190.4208155,
"ISL","AGRSUPP","PSE","MLN_USD","A","2005",247.6710444,
"ISL","AGRSUPP","PSE","MLN_USD","A","2006",230.2999112,
"ISL","AGRSUPP","PSE","MLN_USD","A","2007",214.2344579,
"ISL","AGRSUPP","PSE","MLN_USD","A","2008",185.3585577,
"ISL","AGRSUPP","PSE","MLN_USD","A","2009",130.3583682,
"ISL","AGRSUPP","PSE","MLN_USD","A","2010",125.4127309,
"ISL","AGRSUPP","PSE","MLN_USD","A","2011",139.2542887,
"ISL","AGRSUPP","PSE","MLN_USD","A","2012",146.0683231,
"ISL","AGRSUPP","PSE","MLN_USD","A","2013",146.2333299,
"ISL","AGRSUPP","PSE","MLN_USD","A","2014",196.7395884,
"ISL","AGRSUPP","PSE","MLN_USD","A","2015",200.1690718,
"ISL","AGRSUPP","PSE","MLN_USD","A","2016",234.4756159,
"ISL","AGRSUPP","PSE","MLN_USD","A","2017",260.4132547,
"ISL","AGRSUPP","PSE","MLN_USD","A","2018",251.4136019,
"ISL","AGRSUPP","TSE","MLN_USD","A","1986",200.0790943,
"ISL","AGRSUPP","TSE","MLN_USD","A","1987",233.3335937,
"ISL","AGRSUPP","TSE","MLN_USD","A","1988",258.80685,
"ISL","AGRSUPP","TSE","MLN_USD","A","1989",245.9010296,
"ISL","AGRSUPP","TSE","MLN_USD","A","1990",220.1191773,
"ISL","AGRSUPP","TSE","MLN_USD","A","1991",242.3389685,
"ISL","AGRSUPP","TSE","MLN_USD","A","1992",223.2250647,
"ISL","AGRSUPP","TSE","MLN_USD","A","1993",152.365754,
"ISL","AGRSUPP","TSE","MLN_USD","A","1994",120.830716,
"ISL","AGRSUPP","TSE","MLN_USD","A","1995",112.2106209,
"ISL","AGRSUPP","TSE","MLN_USD","A","1996",115.9705601,
"ISL","AGRSUPP","TSE","MLN_USD","A","1997",131.8409686,
"ISL","AGRSUPP","TSE","MLN_USD","A","1998",173.8269284,
"ISL","AGRSUPP","TSE","MLN_USD","A","1999",182.8102692,
"ISL","AGRSUPP","TSE","MLN_USD","A","2000",174.6450978,
"ISL","AGRSUPP","TSE","MLN_USD","A","2001",148.1087941,
"ISL","AGRSUPP","TSE","MLN_USD","A","2002",175.5590434,
"ISL","AGRSUPP","TSE","MLN_USD","A","2003",161.0557172,
"ISL","AGRSUPP","TSE","MLN_USD","A","2004",169.5947413,
"ISL","AGRSUPP","TSE","MLN_USD","A","2005",219.4414539,
"ISL","AGRSUPP","TSE","MLN_USD","A","2006",199.4893376,
"ISL","AGRSUPP","TSE","MLN_USD","A","2007",171.5404423,
"ISL","AGRSUPP","TSE","MLN_USD","A","2008",137.751314,
"ISL","AGRSUPP","TSE","MLN_USD","A","2009",101.4472368,
"ISL","AGRSUPP","TSE","MLN_USD","A","2010",102.7208975,
"ISL","AGRSUPP","TSE","MLN_USD","A","2011",107.6804185,
"ISL","AGRSUPP","TSE","MLN_USD","A","2012",121.8870614,
"ISL","AGRSUPP","TSE","MLN_USD","A","2013",116.3989814,
"ISL","AGRSUPP","TSE","MLN_USD","A","2014",155.0926043,
"ISL","AGRSUPP","TSE","MLN_USD","A","2015",188.1998644,
"ISL","AGRSUPP","TSE","MLN_USD","A","2016",222.6829075,
"ISL","AGRSUPP","TSE","MLN_USD","A","2017",241.597811,
"ISL","AGRSUPP","TSE","MLN_USD","A","2018",223.0534261,
"ISL","AGRSUPP","CSE","MLN_USD","A","1986",-100.3178816,
"ISL","AGRSUPP","CSE","MLN_USD","A","1987",-141.4093005,
"ISL","AGRSUPP","CSE","MLN_USD","A","1988",-95.39227633,
"ISL","AGRSUPP","CSE","MLN_USD","A","1989",-69.48130373,
"ISL","AGRSUPP","CSE","MLN_USD","A","1990",-71.60041115,
"ISL","AGRSUPP","CSE","MLN_USD","A","1991",-89.69514335,
"ISL","AGRSUPP","CSE","MLN_USD","A","1992",-54.28726945,
"ISL","AGRSUPP","CSE","MLN_USD","A","1993",-56.42121922,
"ISL","AGRSUPP","CSE","MLN_USD","A","1994",-53.82019456,
"ISL","AGRSUPP","CSE","MLN_USD","A","1995",-48.34076086,
"ISL","AGRSUPP","CSE","MLN_USD","A","1996",-62.78254805,
"ISL","AGRSUPP","CSE","MLN_USD","A","1997",-61.79206265,
"ISL","AGRSUPP","CSE","MLN_USD","A","1998",-95.30302865,
"ISL","AGRSUPP","CSE","MLN_USD","A","1999",-98.99738565,
"ISL","AGRSUPP","CSE","MLN_USD","A","2000",-73.50181755,
"ISL","AGRSUPP","CSE","MLN_USD","A","2001",-53.55290267,
"ISL","AGRSUPP","CSE","MLN_USD","A","2002",-67.49455538,
"ISL","AGRSUPP","CSE","MLN_USD","A","2003",-64.31872531,
"ISL","AGRSUPP","CSE","MLN_USD","A","2004",-78.4227598,
"ISL","AGRSUPP","CSE","MLN_USD","A","2005",-124.820436,
"ISL","AGRSUPP","CSE","MLN_USD","A","2006",-108.036509,
"ISL","AGRSUPP","CSE","MLN_USD","A","2007",-92.46435748,
"ISL","AGRSUPP","CSE","MLN_USD","A","2008",-71.21146788,
"ISL","AGRSUPP","CSE","MLN_USD","A","2009",-48.09471501,
"ISL","AGRSUPP","CSE","MLN_USD","A","2010",-41.23344196,
"ISL","AGRSUPP","CSE","MLN_USD","A","2011",-47.76051506,
"ISL","AGRSUPP","CSE","MLN_USD","A","2012",-55.97387229,
"ISL","AGRSUPP","CSE","MLN_USD","A","2013",-50.72942212,
"ISL","AGRSUPP","CSE","MLN_USD","A","2014",-89.93988816,
"ISL","AGRSUPP","CSE","MLN_USD","A","2015",-101.2653617,
"ISL","AGRSUPP","CSE","MLN_USD","A","2016",-124.5853401,
"ISL","AGRSUPP","CSE","MLN_USD","A","2017",-128.1096219,
"ISL","AGRSUPP","CSE","MLN_USD","A","2018",-129.9728127,
"ISL","AGRSUPP","GSSE","MLN_USD","A","1986",13.00459353,
"ISL","AGRSUPP","GSSE","MLN_USD","A","1987",13.99596156,
"ISL","AGRSUPP","GSSE","MLN_USD","A","1988",25.97681839,
"ISL","AGRSUPP","GSSE","MLN_USD","A","1989",16.9666049,
"ISL","AGRSUPP","GSSE","MLN_USD","A","1990",21.6808208,
"ISL","AGRSUPP","GSSE","MLN_USD","A","1991",21.16861387,
"ISL","AGRSUPP","GSSE","MLN_USD","A","1992",17.58811032,
"ISL","AGRSUPP","GSSE","MLN_USD","A","1993",14.08777492,
"ISL","AGRSUPP","GSSE","MLN_USD","A","1994",12.53421347,
"ISL","AGRSUPP","GSSE","MLN_USD","A","1995",12.79477381,
"ISL","AGRSUPP","GSSE","MLN_USD","A","1996",13.18354321,
"ISL","AGRSUPP","GSSE","MLN_USD","A","1997",15.1133684,
"ISL","AGRSUPP","GSSE","MLN_USD","A","1998",15.92237052,
"ISL","AGRSUPP","GSSE","MLN_USD","A","1999",18.52221075,
"ISL","AGRSUPP","GSSE","MLN_USD","A","2000",13.73719275,
"ISL","AGRSUPP","GSSE","MLN_USD","A","2001",9.323625514,
"ISL","AGRSUPP","GSSE","MLN_USD","A","2002",11.14515348,
"ISL","AGRSUPP","GSSE","MLN_USD","A","2003",13.60037376,
"ISL","AGRSUPP","GSSE","MLN_USD","A","2004",15.89435725,
"ISL","AGRSUPP","GSSE","MLN_USD","A","2005",18.48235439,
"ISL","AGRSUPP","GSSE","MLN_USD","A","2006",16.0476438,
"ISL","AGRSUPP","GSSE","MLN_USD","A","2007",16.01692526,
"ISL","AGRSUPP","GSSE","MLN_USD","A","2008",12.08521833,
"ISL","AGRSUPP","GSSE","MLN_USD","A","2009",7.636198232,
"ISL","AGRSUPP","GSSE","MLN_USD","A","2010",7.598638036,
"ISL","AGRSUPP","GSSE","MLN_USD","A","2011",7.116403593,
"ISL","AGRSUPP","GSSE","MLN_USD","A","2012",7.32070016,
"ISL","AGRSUPP","GSSE","MLN_USD","A","2013",7.76776821,
"ISL","AGRSUPP","GSSE","MLN_USD","A","2014",8.477537358,
"ISL","AGRSUPP","GSSE","MLN_USD","A","2015",8.103958873,
"ISL","AGRSUPP","GSSE","MLN_USD","A","2016",11.21923689,
