"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISR","AGRPNPC","TOT","RT","A","2002",1.127977189,
"ISR","AGRPNPC","TOT","RT","A","2003",1.073975853,
"ISR","AGRPNPC","TOT","RT","A","2004",1.075581444,
"ISR","AGRPNPC","TOT","RT","A","2005",1.093645579,
"ISR","AGRPNPC","TOT","RT","A","2006",1.062110254,
"ISR","AGRPNPC","TOT","RT","A","2007",0.993320079,
"ISR","AGRPNPC","TOT","RT","A","2008",1.132534421,
"ISR","AGRPNPC","TOT","RT","A","2009",1.113398499,
"ISR","AGRPNPC","TOT","RT","A","2010",1.118619232,
"ISR","AGRPNPC","TOT","RT","A","2011",1.10481063,
"ISR","AGRPNPC","TOT","RT","A","2012",1.064307606,
"ISR","AGRPNPC","TOT","RT","A","2013",1.05720184,
"ISR","AGRPNPC","TOT","RT","A","2014",1.095537777,
"ISR","AGRPNPC","TOT","RT","A","2015",1.151044459,
"ISR","AGRPNPC","TOT","RT","A","2016",1.158600929,
"ISR","AGRPNPC","TOT","RT","A","2017",1.133941879,
"ISR","AGRPNPC","TOT","RT","A","2018",1.143424485,
"KAZ","AGRPNPC","TOT","RT","A","1995",1.17684543,
"KAZ","AGRPNPC","TOT","RT","A","1996",1.013221841,
"KAZ","AGRPNPC","TOT","RT","A","1997",1.047116975,
"KAZ","AGRPNPC","TOT","RT","A","1998",1.369808304,
"KAZ","AGRPNPC","TOT","RT","A","1999",1.102347992,
"KAZ","AGRPNPC","TOT","RT","A","2000",1.141049409,
"KAZ","AGRPNPC","TOT","RT","A","2001",1.03446825,
"KAZ","AGRPNPC","TOT","RT","A","2002",1.171361269,
"KAZ","AGRPNPC","TOT","RT","A","2003",0.892745474,
"KAZ","AGRPNPC","TOT","RT","A","2004",0.980310441,
"KAZ","AGRPNPC","TOT","RT","A","2005",1.12589864,
"KAZ","AGRPNPC","TOT","RT","A","2006",1.124832208,
"KAZ","AGRPNPC","TOT","RT","A","2007",1.016265041,
"KAZ","AGRPNPC","TOT","RT","A","2008",0.992933811,
"KAZ","AGRPNPC","TOT","RT","A","2009",1.122604947,
"KAZ","AGRPNPC","TOT","RT","A","2010",1.05729769,
"KAZ","AGRPNPC","TOT","RT","A","2011",1.091929793,
"KAZ","AGRPNPC","TOT","RT","A","2012",1.126973264,
"KAZ","AGRPNPC","TOT","RT","A","2013",1.122039215,
"KAZ","AGRPNPC","TOT","RT","A","2014",1.00205803,
"KAZ","AGRPNPC","TOT","RT","A","2015",1.079931667,
"KAZ","AGRPNPC","TOT","RT","A","2016",0.928774078,
"KAZ","AGRPNPC","TOT","RT","A","2017",0.977916651,
"KAZ","AGRPNPC","TOT","RT","A","2018",0.997903404,
"RUS","AGRPNPC","TOT","RT","A","1995",0.951111743,
"RUS","AGRPNPC","TOT","RT","A","1996",1.076715283,
"RUS","AGRPNPC","TOT","RT","A","1997",1.214620754,
"RUS","AGRPNPC","TOT","RT","A","1998",1.006430118,
"RUS","AGRPNPC","TOT","RT","A","1999",0.896975359,
"RUS","AGRPNPC","TOT","RT","A","2000",0.967541236,
"RUS","AGRPNPC","TOT","RT","A","2001",1.053135304,
"RUS","AGRPNPC","TOT","RT","A","2002",1.048576864,
"RUS","AGRPNPC","TOT","RT","A","2003",1.092225849,
"RUS","AGRPNPC","TOT","RT","A","2004",1.187189714,
"RUS","AGRPNPC","TOT","RT","A","2005",1.116992816,
"RUS","AGRPNPC","TOT","RT","A","2006",1.143469362,
"RUS","AGRPNPC","TOT","RT","A","2007",1.110445187,
"RUS","AGRPNPC","TOT","RT","A","2008",1.193444968,
"RUS","AGRPNPC","TOT","RT","A","2009",1.203157251,
"RUS","AGRPNPC","TOT","RT","A","2010",1.204890861,
"RUS","AGRPNPC","TOT","RT","A","2011",1.06026619,
"RUS","AGRPNPC","TOT","RT","A","2012",1.064136903,
"RUS","AGRPNPC","TOT","RT","A","2013",1.088374308,
"RUS","AGRPNPC","TOT","RT","A","2014",1.069523463,
"RUS","AGRPNPC","TOT","RT","A","2015",1.0761887,
"RUS","AGRPNPC","TOT","RT","A","2016",1.103934811,
"RUS","AGRPNPC","TOT","RT","A","2017",1.089385203,
"RUS","AGRPNPC","TOT","RT","A","2018",1.099578425,
"ZAF","AGRPNPC","TOT","RT","A","1995",1.193591793,
"ZAF","AGRPNPC","TOT","RT","A","1996",1.078535222,
"ZAF","AGRPNPC","TOT","RT","A","1997",1.115968652,
"ZAF","AGRPNPC","TOT","RT","A","1998",1.109410283,
"ZAF","AGRPNPC","TOT","RT","A","1999",1.08130192,
"ZAF","AGRPNPC","TOT","RT","A","2000",1.060731389,
"ZAF","AGRPNPC","TOT","RT","A","2001",1.02953364,
"ZAF","AGRPNPC","TOT","RT","A","2002",1.111047332,
"ZAF","AGRPNPC","TOT","RT","A","2003",1.059973223,
"ZAF","AGRPNPC","TOT","RT","A","2004",1.0722295,
"ZAF","AGRPNPC","TOT","RT","A","2005",1.044760354,
"ZAF","AGRPNPC","TOT","RT","A","2006",1.086494121,
"ZAF","AGRPNPC","TOT","RT","A","2007",1.038616464,
"ZAF","AGRPNPC","TOT","RT","A","2008",1.020640407,
"ZAF","AGRPNPC","TOT","RT","A","2009",1.021732111,
"ZAF","AGRPNPC","TOT","RT","A","2010",1.0058674,
"ZAF","AGRPNPC","TOT","RT","A","2011",1.012352776,
"ZAF","AGRPNPC","TOT","RT","A","2012",1.021046492,
"ZAF","AGRPNPC","TOT","RT","A","2013",1.016086975,
"ZAF","AGRPNPC","TOT","RT","A","2014",1.01675033,
"ZAF","AGRPNPC","TOT","RT","A","2015",1.033599212,
"ZAF","AGRPNPC","TOT","RT","A","2016",1.010342953,
"ZAF","AGRPNPC","TOT","RT","A","2017",1.019087449,
"ZAF","AGRPNPC","TOT","RT","A","2018",1.027846242,
"UKR","AGRPNPC","TOT","RT","A","1995",0.727732415,
"UKR","AGRPNPC","TOT","RT","A","1996",0.787577296,
"UKR","AGRPNPC","TOT","RT","A","1997",1.070511831,
"UKR","AGRPNPC","TOT","RT","A","1998",1.009621078,
"UKR","AGRPNPC","TOT","RT","A","1999",0.90785819,
"UKR","AGRPNPC","TOT","RT","A","2000",0.944336163,
"UKR","AGRPNPC","TOT","RT","A","2001",0.990031711,
"UKR","AGRPNPC","TOT","RT","A","2002",0.914106765,
"UKR","AGRPNPC","TOT","RT","A","2003",0.935197331,
"UKR","AGRPNPC","TOT","RT","A","2004",0.937495071,
"UKR","AGRPNPC","TOT","RT","A","2005",1.05511582,
"UKR","AGRPNPC","TOT","RT","A","2006",1.044090379,
"UKR","AGRPNPC","TOT","RT","A","2007",0.946221545,
"UKR","AGRPNPC","TOT","RT","A","2008",0.936198615,
"UKR","AGRPNPC","TOT","RT","A","2009",1.045449241,
"UKR","AGRPNPC","TOT","RT","A","2010",1.000881784,
"UKR","AGRPNPC","TOT","RT","A","2011",0.908689188,
"UKR","AGRPNPC","TOT","RT","A","2012",0.933081406,
"UKR","AGRPNPC","TOT","RT","A","2013",0.945274888,
"UKR","AGRPNPC","TOT","RT","A","2014",0.919552428,
"UKR","AGRPNPC","TOT","RT","A","2015",0.948416521,
"UKR","AGRPNPC","TOT","RT","A","2016",0.947808247,
"UKR","AGRPNPC","TOT","RT","A","2017",0.961708187,
"UKR","AGRPNPC","TOT","RT","A","2018",0.978171912,
"OECD","AGRPNPC","TOT","RT","A","1986",1.507079734,
"OECD","AGRPNPC","TOT","RT","A","1987",1.528209246,
"OECD","AGRPNPC","TOT","RT","A","1988",1.444868164,
"OECD","AGRPNPC","TOT","RT","A","1989",1.369973057,
"OECD","AGRPNPC","TOT","RT","A","1990",1.375845536,
"OECD","AGRPNPC","TOT","RT","A","1991",1.452871675,
"OECD","AGRPNPC","TOT","RT","A","1992",1.393072514,
"OECD","AGRPNPC","TOT","RT","A","1993",1.393775607,
"OECD","AGRPNPC","TOT","RT","A","1994",1.363951362,
"OECD","AGRPNPC","TOT","RT","A","1995",1.339888852,
"OECD","AGRPNPC","TOT","RT","A","1996",1.298000518,
"OECD","AGRPNPC","TOT","RT","A","1997",1.271735577,
"OECD","AGRPNPC","TOT","RT","A","1998",1.346806162,
"OECD","AGRPNPC","TOT","RT","A","1999",1.407982082,
"OECD","AGRPNPC","TOT","RT","A","2000",1.332256557,
"OECD","AGRPNPC","TOT","RT","A","2001",1.258710085,
"OECD","AGRPNPC","TOT","RT","A","2002",1.279943521,
"OECD","AGRPNPC","TOT","RT","A","2003",1.259264722,
"OECD","AGRPNPC","TOT","RT","A","2004",1.260181945,
"OECD","AGRPNPC","TOT","RT","A","2005",1.227368432,
"OECD","AGRPNPC","TOT","RT","A","2006",1.184069346,
"OECD","AGRPNPC","TOT","RT","A","2007",1.130504691,
"OECD","AGRPNPC","TOT","RT","A","2008",1.117242029,
"OECD","AGRPNPC","TOT","RT","A","2009",1.128971034,
"OECD","AGRPNPC","TOT","RT","A","2010",1.11565729,
"OECD","AGRPNPC","TOT","RT","A","2011",1.097805636,
"OECD","AGRPNPC","TOT","RT","A","2012",1.113830271,
"OECD","AGRPNPC","TOT","RT","A","2013",1.100575435,
"OECD","AGRPNPC","TOT","RT","A","2014",1.093957971,
"OECD","AGRPNPC","TOT","RT","A","2015",1.097462597,
"OECD","AGRPNPC","TOT","RT","A","2016",1.104950772,
"OECD","AGRPNPC","TOT","RT","A","2017",1.098863868,
"OECD","AGRPNPC","TOT","RT","A","2018",1.115502949,
"COL","AGRPNPC","TOT","RT","A","1995",1.278676768,
"COL","AGRPNPC","TOT","RT","A","1996",1.308301468,
"COL","AGRPNPC","TOT","RT","A","1997",1.312333551,
"COL","AGRPNPC","TOT","RT","A","1998",1.311022314,
"COL","AGRPNPC","TOT","RT","A","1999",1.347667659,
"COL","AGRPNPC","TOT","RT","A","2000",1.276002057,
"COL","AGRPNPC","TOT","RT","A","2001",1.282717471,
"COL","AGRPNPC","TOT","RT","A","2002",1.358682229,
"COL","AGRPNPC","TOT","RT","A","2003",1.16212778,
"COL","AGRPNPC","TOT","RT","A","2004",1.172183796,
"COL","AGRPNPC","TOT","RT","A","2005",1.23892414,
"COL","AGRPNPC","TOT","RT","A","2006",1.179170837,
"COL","AGRPNPC","TOT","RT","A","2007",1.205650667,
"COL","AGRPNPC","TOT","RT","A","2008",1.203649634,
"COL","AGRPNPC","TOT","RT","A","2009",1.270642494,
"COL","AGRPNPC","TOT","RT","A","2010",1.235550925,
"COL","AGRPNPC","TOT","RT","A","2011",1.22125754,
"COL","AGRPNPC","TOT","RT","A","2012",1.263856667,
"COL","AGRPNPC","TOT","RT","A","2013",1.243736527,
"COL","AGRPNPC","TOT","RT","A","2014",1.131228014,
"COL","AGRPNPC","TOT","RT","A","2015",1.118276674,
"COL","AGRPNPC","TOT","RT","A","2016",1.124787924,
"COL","AGRPNPC","TOT","RT","A","2017",1.070055324,
"COL","AGRPNPC","TOT","RT","A","2018",1.08513029,
"EU28","AGRPNPC","TOT","RT","A","1986",1.68946467,
"EU28","AGRPNPC","TOT","RT","A","1987",1.787068532,
"EU28","AGRPNPC","TOT","RT","A","1988",1.616175404,
"EU28","AGRPNPC","TOT","RT","A","1989",1.407802824,
"EU28","AGRPNPC","TOT","RT","A","1990",1.475911835,
"EU28","AGRPNPC","TOT","RT","A","1991",1.635495301,
"EU28","AGRPNPC","TOT","RT","A","1992",1.467552059,
"EU28","AGRPNPC","TOT","RT","A","1993",1.464971635,
"EU28","AGRPNPC","TOT","RT","A","1994",1.395666625,
"EU28","AGRPNPC","TOT","RT","A","1995",1.36405322,
"EU28","AGRPNPC","TOT","RT","A","1996",1.327049293,
"EU28","AGRPNPC","TOT","RT","A","1997",1.294562298,
"EU28","AGRPNPC","TOT","RT","A","1998",1.379937048,
"EU28","AGRPNPC","TOT","RT","A","1999",1.456654669,
"EU28","AGRPNPC","TOT","RT","A","2000",1.29297724,
"EU28","AGRPNPC","TOT","RT","A","2001",1.227125294,
"EU28","AGRPNPC","TOT","RT","A","2002",1.288364891,
"EU28","AGRPNPC","TOT","RT","A","2003",1.28858467,
"EU28","AGRPNPC","TOT","RT","A","2004",1.2792833,
"EU28","AGRPNPC","TOT","RT","A","2005",1.228411678,
"EU28","AGRPNPC","TOT","RT","A","2006",1.165271417,
"EU28","AGRPNPC","TOT","RT","A","2007",1.102462559,
"EU28","AGRPNPC","TOT","RT","A","2008",1.091433466,
"EU28","AGRPNPC","TOT","RT","A","2009",1.082347991,
"EU28","AGRPNPC","TOT","RT","A","2010",1.040738939,
"EU28","AGRPNPC","TOT","RT","A","2011",1.032025387,
"EU28","AGRPNPC","TOT","RT","A","2012",1.052511741,
"EU28","AGRPNPC","TOT","RT","A","2013",1.065593472,
"EU28","AGRPNPC","TOT","RT","A","2014",1.042355088,
"EU28","AGRPNPC","TOT","RT","A","2015",1.051033626,
"EU28","AGRPNPC","TOT","RT","A","2016",1.048549418,
"EU28","AGRPNPC","TOT","RT","A","2017",1.043656856,
"EU28","AGRPNPC","TOT","RT","A","2018",1.054779996,
"VNM","AGRPNPC","TOT","RT","A","2000",1.074829096,
"VNM","AGRPNPC","TOT","RT","A","2001",1.14582621,
"VNM","AGRPNPC","TOT","RT","A","2002",0.963268083,
"VNM","AGRPNPC","TOT","RT","A","2003",1.117308627,
"VNM","AGRPNPC","TOT","RT","A","2004",1.08949931,
"VNM","AGRPNPC","TOT","RT","A","2005",1.084889509,
"VNM","AGRPNPC","TOT","RT","A","2006",1.046557723,
"VNM","AGRPNPC","TOT","RT","A","2007",0.970687391,
"VNM","AGRPNPC","TOT","RT","A","2008",0.793979891,
"VNM","AGRPNPC","TOT","RT","A","2009",1.128342918,
"VNM","AGRPNPC","TOT","RT","A","2010",1.093715151,
"VNM","AGRPNPC","TOT","RT","A","2011",1.042963126,
"VNM","AGRPNPC","TOT","RT","A","2012",1.070626546,
"VNM","AGRPNPC","TOT","RT","A","2013",1.011695838,
"VNM","AGRPNPC","TOT","RT","A","2014",0.983601586,
"VNM","AGRPNPC","TOT","RT","A","2015",0.981246241,
"VNM","AGRPNPC","TOT","RT","A","2016",0.96860669,
"VNM","AGRPNPC","TOT","RT","A","2017",0.996957087,
"VNM","AGRPNPC","TOT","RT","A","2018",0.899147764,
"CRI","AGRPNPC","TOT","RT","A","1995",1.047148357,
"CRI","AGRPNPC","TOT","RT","A","1996",1.028513178,
"CRI","AGRPNPC","TOT","RT","A","1997",1.037093288,
"CRI","AGRPNPC","TOT","RT","A","1998",1.03978988,
"CRI","AGRPNPC","TOT","RT","A","1999",1.065822781,
"CRI","AGRPNPC","TOT","RT","A","2000",1.091751028,
"CRI","AGRPNPC","TOT","RT","A","2001",1.090105214,
"CRI","AGRPNPC","TOT","RT","A","2002",1.10525938,
"CRI","AGRPNPC","TOT","RT","A","2003",1.073816748,
"CRI","AGRPNPC","TOT","RT","A","2004",1.057084665,
"CRI","AGRPNPC","TOT","RT","A","2005",1.063033929,
"CRI","AGRPNPC","TOT","RT","A","2006",1.093114022,
"CRI","AGRPNPC","TOT","RT","A","2007",1.058765058,
"CRI","AGRPNPC","TOT","RT","A","2008",1.079239461,
"CRI","AGRPNPC","TOT","RT","A","2009",1.089809971,
"CRI","AGRPNPC","TOT","RT","A","2010",1.145443237,
"CRI","AGRPNPC","TOT","RT","A","2011",1.15298761,
"CRI","AGRPNPC","TOT","RT","A","2012",1.091755948,
"CRI","AGRPNPC","TOT","RT","A","2013",1.08989186,
"CRI","AGRPNPC","TOT","RT","A","2014",1.074727179,
"CRI","AGRPNPC","TOT","RT","A","2015",1.105858256,
"CRI","AGRPNPC","TOT","RT","A","2016",1.079897613,
"CRI","AGRPNPC","TOT","RT","A","2017",1.049864074,
"CRI","AGRPNPC","TOT","RT","A","2018",1.047227362,
"PHL","AGRPNPC","TOT","RT","A","2000",1.343912511,
"PHL","AGRPNPC","TOT","RT","A","2001",1.323872503,
"PHL","AGRPNPC","TOT","RT","A","2002",1.270977637,
"PHL","AGRPNPC","TOT","RT","A","2003",1.156148472,
"PHL","AGRPNPC","TOT","RT","A","2004",1.153864049,
"PHL","AGRPNPC","TOT","RT","A","2005",1.170631678,
"PHL","AGRPNPC","TOT","RT","A","2006",1.300050168,
"PHL","AGRPNPC","TOT","RT","A","2007",1.256977247,
"PHL","AGRPNPC","TOT","RT","A","2008",1.231104336,
"PHL","AGRPNPC","TOT","RT","A","2009",1.283798189,
"PHL","AGRPNPC","TOT","RT","A","2010",1.281044833,
"PHL","AGRPNPC","TOT","RT","A","2011",1.227259492,
"PHL","AGRPNPC","TOT","RT","A","2012",1.302217318,
"PHL","AGRPNPC","TOT","RT","A","2013",1.388905956,
"PHL","AGRPNPC","TOT","RT","A","2014",1.405899513,
"PHL","AGRPNPC","TOT","RT","A","2015",1.342168419,
"PHL","AGRPNPC","TOT","RT","A","2016",1.378634339,
"PHL","AGRPNPC","TOT","RT","A","2017",1.328974602,
"PHL","AGRPNPC","TOT","RT","A","2018",1.370248264,
"ARG","AGRPNPC","TOT","RT","A","1997",0.981373591,
"ARG","AGRPNPC","TOT","RT","A","1998",0.989700886,
"ARG","AGRPNPC","TOT","RT","A","1999",1.040236591,
"ARG","AGRPNPC","TOT","RT","A","2000",1.001072098,
"ARG","AGRPNPC","TOT","RT","A","2001",0.998122525,
"ARG","AGRPNPC","TOT","RT","A","2002",0.812374081,
"ARG","AGRPNPC","TOT","RT","A","2003",0.798412034,
"ARG","AGRPNPC","TOT","RT","A","2004",0.757829497,
"ARG","AGRPNPC","TOT","RT","A","2005",0.800947076,
"ARG","AGRPNPC","TOT","RT","A","2006",0.773429944,
"ARG","AGRPNPC","TOT","RT","A","2007",0.773724464,
"ARG","AGRPNPC","TOT","RT","A","2008",0.640264213,
"ARG","AGRPNPC","TOT","RT","A","2009",0.699277538,
"ARG","AGRPNPC","TOT","RT","A","2010",0.774337749,
"ARG","AGRPNPC","TOT","RT","A","2011",0.691991678,
"ARG","AGRPNPC","TOT","RT","A","2012",0.729124762,
"ARG","AGRPNPC","TOT","RT","A","2013",0.711117602,
"ARG","AGRPNPC","TOT","RT","A","2014",0.68296749,
"ARG","AGRPNPC","TOT","RT","A","2015",0.764377549,
"ARG","AGRPNPC","TOT","RT","A","2016",0.895163049,
"ARG","AGRPNPC","TOT","RT","A","2017",0.902549247,
"ARG","AGRPNPC","TOT","RT","A","2018",0.814882666,
"IND","AGRPNPC","TOT","RT","A","2000",0.919783522,
"IND","AGRPNPC","TOT","RT","A","2001",0.882201458,
"IND","AGRPNPC","TOT","RT","A","2002",0.890320069,
"IND","AGRPNPC","TOT","RT","A","2003",0.885257542,
"IND","AGRPNPC","TOT","RT","A","2004",0.814959472,
"IND","AGRPNPC","TOT","RT","A","2005",0.822459575,
"IND","AGRPNPC","TOT","RT","A","2006",0.813054767,
"IND","AGRPNPC","TOT","RT","A","2007",0.743038721,
"IND","AGRPNPC","TOT","RT","A","2008",0.724619453,
"IND","AGRPNPC","TOT","RT","A","2009",0.816325463,
"IND","AGRPNPC","TOT","RT","A","2010",0.783012922,
"IND","AGRPNPC","TOT","RT","A","2011",0.728557898,
"IND","AGRPNPC","TOT","RT","A","2012",0.756513339,
"IND","AGRPNPC","TOT","RT","A","2013",0.724555062,
"IND","AGRPNPC","TOT","RT","A","2014",0.828528624,
"IND","AGRPNPC","TOT","RT","A","2015",0.919842562,
"IND","AGRPNPC","TOT","RT","A","2016",0.893445723,
"IND","AGRPNPC","TOT","RT","A","2017",0.874689409,
"IND","AGRPNPC","TOT","RT","A","2018",0.862895175,
