Category,SourceVersion,Source,CountryCode,CountryName,Year,NumberProducts,NumberCountries,NumberCommodities,ProductCode,ProductName,ProductionQuantity,PhysicalUnit,ReferencePriceAtFGL,ProducerPriceAtFGL,ValueProduction_PP,ValueProduction_REF,MonetaryUnit,NRP,NRP_SimpleAverage,DistortionValue,NOTES
COUNTRY_PRODUCT,"World Bank (SA, December 2016)",World Bank (SA),LKA,Sri Lanka,2007,1,1,1,c27,Rice,3131000,MT,152.2259,162.3436,508297921.3,476619297.3,USD,6.6465,6.64652568,31678623.99,[0]
COUNTRY_PRODUCT,"World Bank (SA, December 2016)",World Bank (SA),LKA,Sri Lanka,2007,1,1,1,c401,Chillies and peppers,48700,MT,340.4157,375.4599,18284896.98,16578246.87,USD,10.2945,10.294515,1706650.11,[0]
COUNTRY_PRODUCT,"World Bank (SA, December 2016)",World Bank (SA),LKA,Sri Lanka,2007,1,1,1,c402,Onions,149200,MT,320.3642,618.3775,92261920.53,47798344.37,USD,93.0233,93.02325581,44463576.16,[0]
COUNTRY_PRODUCT,"World Bank (SA, December 2016)",World Bank (SA),LKA,Sri Lanka,2007,1,1,1,c56,Maize,56440,MT,92.8992,236.663,13357259.01,5243230.316,USD,154.7525,154.7524752,8114028.698,[0]
COUNTRY_PRODUCT,"World Bank (SA, December 2016)",World Bank (SA),LKA,Sri Lanka,2007,1,1,1,c667,Tea,305220,MT,1423.2892,1210.3569,369425126.9,434416324.5,USD,-14.9606,-14.96057904,-64991197.57,[0]
COUNTRY_PRODUCT,"World Bank (SA, December 2016)",World Bank (SA),LKA,Sri Lanka,2007,1,1,1,c882,Milk,35531,MT,281.089,296.4496,10533150.57,9987374.54,USD,5.4647,5.464659686,545776.0302,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,MEX,Mexico,2007,1,1,1,c1035,Pig meat,1152003,MT,1343.9082,1343.9082,1548186300,1548186300,USD,0,0,0,[4]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,MEX,Mexico,2007,1,1,1,c1058,Poultry meat,2564199,MT,1399.4141,1638.8889,4202437209,3588376239,USD,17.1125,17.1125024,614060970.1,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,MEX,Mexico,2007,1,1,1,c1062,Eggs,2290833,MT,984.7216,984.7216,2255832742,2255832742,USD,0,0,0,[4]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,MEX,Mexico,2007,1,1,1,c15,Wheat,3515392,MT,189.502,189.502,666173961.8,666173961.8,USD,0,0,0,[4]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,MEX,Mexico,2007,1,1,1,c156,Sugar,52089355,MT,23.2939,37.9536,1976977055,1213361882,USD,62.9338,62.93383568,763615173.1,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,MEX,Mexico,2007,1,1,1,c176,"Beans, dry",993953,MT,617.8302,617.8302,614094226.2,614094226.2,USD,0,0,0,[4]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,MEX,Mexico,2007,1,1,1,c236,Soybeans,88371,MT,340.39,340.39,30080600.66,30080600.66,USD,0,0,0,[4]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,MEX,Mexico,2007,1,1,1,c27,Rice,294698,MT,222.3312,222.8392,65670258.09,65520553.85,USD,0.2285,0.228484399,149704.2438,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,MEX,Mexico,2007,1,1,1,c388,Tomatoes,2425403,MT,434.9024,434.9024,1054813567,1054813567,USD,0,0,0,[4]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,MEX,Mexico,2007,1,1,1,c44,Barley,653075,MT,256.2075,256.2075,167322708.2,167322708.2,USD,0,0,0,[4]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,MEX,Mexico,2007,1,1,1,c56,Maize,23512751,MT,217.0483,217.0483,5103403168,5103403168,USD,0,0,0,[4]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,MEX,Mexico,2007,1,1,1,c656,Coffee,268565.6323,MT,1657.7845,1657.7845,445223929.7,445223929.7,USD,0,0,0,[4]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,MEX,Mexico,2007,1,1,1,c83,Sorghum,6202920,MT,164.6491,164.6491,1021305297,1021305297,USD,0,0,0,[4]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,MEX,Mexico,2007,1,1,1,c866,Bovine Meat,1635040,MT,1984.5403,1984.5403,3244802809,3244802809,USD,0,0,0,[4]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,MEX,Mexico,2007,1,1,1,c882,Milk,10666707.44,MT,336.634,336.634,3590776349,3590776349,USD,0,0,0,[4]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,MLI,Mali,2007,1,1,1,c242,Groundnuts,324187,MT,779.1473,628.0427,203603276,252589412.5,USD,-19.3936,-19.39358266,-48986136.49,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,MLI,Mali,2007,1,1,1,c27,Rice,1082384,MT,338.1418,465.2941,503626875,365999290.9,USD,37.6032,37.6032379,137627584.1,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,MLI,Mali,2007,1,1,1,c328,Cotton,242239,MT,244.3509,344.2759,83397048.26,59191322.68,USD,40.894,40.89404408,24205725.59,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,MLI,Mali,2007,1,1,1,c56,Maize,689918,MT,295.9902,147.3727,101675069.2,204208959.4,USD,-50.2103,-50.21027997,-102533890.2,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,MLI,Mali,2007,1,1,1,c83,Sorghum,900791,MT,172.3574,160.6621,144722959.1,155258038.8,USD,-6.7855,-6.78552924,-10535079.62,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,MLI,Mali,2007,1,1,1,c866,Bovine Meat,112320,MT,3896.775,2600.9442,292138051.5,437685771.3,USD,-33.2539,-33.25392996,-145547719.9,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,MLI,Mali,2007,1,1,1,c882,Milk,529809,MT,663.216,573.7932,304000778.5,351377795.6,USD,-13.4832,-13.48321315,-47377017.13,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,MOZ,Mozambique,2007,1,1,1,c125,Cassava,4959277,MT,117.9368,81.1522,402456132,584881369.2,USD,-31.1901,-31.19012621,-182425237.2,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,MOZ,Mozambique,2007,1,1,1,c217,Cashew nuts,74395,MT,240.8925,246.9008,18368182.21,17921195.89,USD,2.4942,2.494176857,446986.3203,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,MOZ,Mozambique,2007,1,1,1,c27,Rice,103007,MT,316.8467,280.569,28900575.92,32637424.74,USD,-11.4496,-11.44958234,-3736848.819,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,MOZ,Mozambique,2007,1,1,1,c328,Cotton,170000,MT,298.2934,230.8413,39243019.73,50709873.9,USD,-22.6127,-22.61266552,-11466854.17,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,MOZ,Mozambique,2007,1,1,1,c56,Maize,1133910,MT,235.3704,132.4863,150227574.2,266888852.5,USD,-43.7116,-43.711559,-116661278.2,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,MWI,Malawi,2007,1,1,1,c156,Sugar,2500000,MT,225.6514,174.3777,435944292.4,564128485.8,USD,-22.7225,-22.72251741,-128184193.4,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,MWI,Malawi,2007,1,1,1,c242,Groundnuts,261810,MT,521.7039,579.9984,151849376.8,136587285.9,USD,11.1739,11.17387373,15262090.86,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,MWI,Malawi,2007,1,1,1,c328,Cotton,63290,MT,252.6034,214.3511,13566281.87,15987268.12,USD,-15.1432,-15.14321415,-2420986.249,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,MWI,Malawi,2007,1,1,1,c56,Maize,3226418,MT,119.9855,90.9563,293463113.9,387123317.5,USD,-24.1939,-24.19389361,-93660203.58,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,MWI,Malawi,2007,1,1,1,c667,Tea,48140,MT,585.307,478.4317,23031701.16,28176680.79,USD,-18.2597,-18.25970798,-5144979.63,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,MWI,Malawi,2007,1,1,1,c826,Tobacco,118000,MT,7.0137,9.5426,1126023.659,827620.3152,USD,36.0556,36.05558475,298403.3441,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,NGA,Nigeria,2007,1,1,1,c217,Cashew nuts,660000,MT,348.4122,417.8824,275802414.2,229952025.3,USD,19.9391,19.93911075,45850388.98,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,NGA,Nigeria,2007,1,1,1,c27,Rice,3186000,MT,158.7095,219.1433,698190452,505648473.2,USD,38.0782,38.07822805,192541978.8,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,NGA,Nigeria,2007,1,1,1,c56,Maize,6724000,MT,269.9707,194.2641,1306231866,1815282900,USD,-28.0425,-28.04251805,-509051035,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,NGA,Nigeria,2007,1,1,1,c661,Cocoa beans,360570,MT,1517.2758,1422.8018,513019636.6,547084122.6,USD,-6.2266,-6.226553573,-34064485.98,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,NGA,Nigeria,2007,1,1,1,c83,Sorghum,9058000,MT,427.8294,190.0513,1721485069,3875278774,USD,-55.5778,-55.57777467,-2153793705,[1;10]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NOR,Norway,2007,1,1,1,c1035,Pig meat,117700,MT,1929.552,3948.1409,464696180.5,227108271.8,USD,104.6144,104.6143793,237587908.8,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NOR,Norway,2007,1,1,1,c1058,Poultry meat,70300,MT,771.7458,2649.1633,186236177.5,54253731.65,USD,243.2689,243.268881,131982445.9,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NOR,Norway,2007,1,1,1,c1062,Eggs,53200,MT,1038.2281,2191.7047,116598687.9,55233733.5,USD,111.1005,111.1005006,61364954.41,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NOR,Norway,2007,1,1,1,c15,Wheat,395500,MT,265.9246,346.5225,137049665,105173186.3,USD,30.3086,30.30856047,31876478.76,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NOR,Norway,2007,1,1,1,c44,Barley,481300,MT,255.4129,290.3497,139745291.1,122930216.7,USD,13.6786,13.67855263,16815074.39,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NOR,Norway,2007,1,1,1,c75,Oats,273300,MT,224.6544,273.1096,74640857.77,61398039.93,USD,21.5688,21.56879577,13242817.84,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NOR,Norway,2007,1,1,1,c866,Bovine Meat,84700,MT,2516.1395,6061.3265,513394356,213117016.9,USD,140.8979,140.8978708,300277339.1,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NOR,Norway,2007,1,1,1,c882,Milk,1545100,MT,551.1845,603.7429,932843220.6,851635198.8,USD,9.5355,9.535540784,81208021.72,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NOR,Norway,2007,1,1,1,c977,Sheep meat,23500,MT,4052.4637,5685.8008,133616318.7,95232896.31,USD,40.3048,40.30479371,38383422.4,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NOR,Norway,2007,1,1,1,c987,"Wool, greasy",4490,MT,2428.911,2428.911,10905810.41,10905810.41,USD,0,0,0,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NZL,New Zealand,2007,1,1,1,c1035,Pig meat,51666.442,MT,2282.2976,2282.2976,117918196.8,117918196.8,USD,0,0,0,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NZL,New Zealand,2007,1,1,1,c1058,Poultry meat,153777,MT,1319.4141,1603.7545,246620556.9,202895542.2,USD,21.5505,21.55050534,43725014.67,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NZL,New Zealand,2007,1,1,1,c1062,Eggs,62437.8417,MT,1394.1303,1658.4811,103551978.2,87046485.47,USD,18.9617,18.96169917,16505492.71,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NZL,New Zealand,2007,1,1,1,c15,Wheat,343350,MT,268.9252,268.9252,92335479.99,92335479.99,USD,0,0,0,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NZL,New Zealand,2007,1,1,1,c44,Barley,408730,MT,242.4736,242.4736,99106223.89,99106223.89,USD,0,0,0,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NZL,New Zealand,2007,1,1,1,c56,Maize,205557,MT,268.1905,268.1905,55128428.07,55128428.07,USD,0,0,0,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NZL,New Zealand,2007,1,1,1,c75,Oats,25463,MT,284.3554,284.3554,7240540.866,7240540.866,USD,0,0,0,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NZL,New Zealand,2007,1,1,1,c866,Bovine Meat,611128.393,MT,2060.2563,2060.2563,1259081129,1259081129,USD,0,0,0,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NZL,New Zealand,2007,1,1,1,c882,Milk,15792000,MT,459.9184,459.9184,7263031440,7263031440,USD,0,0,0,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NZL,New Zealand,2007,1,1,1,c977,Sheep meat,571890.932,MT,2146.7652,2146.7652,1227715530,1227715530,USD,0,0,0,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,NZL,New Zealand,2007,1,1,1,c987,"Wool, greasy",152954,MT,2313.2486,2313.2486,353820622.6,353820622.6,USD,0,0,0,[0]
COUNTRY_PRODUCT,"World Bank (SA, December 2016)",World Bank (SA),PAK,Pakistan,2007,1,1,1,c15,Wheat,20958800,MT,469.0096,242.9696,5092351252,9829878404,USD,-48.1952,-48.19517554,-4737527152,[0]
COUNTRY_PRODUCT,"World Bank (SA, December 2016)",World Bank (SA),PAK,Pakistan,2007,1,1,1,c156,Sugar,63920000,MT,19.5,24,1534080000,1246440000,USD,23.0769,23.07692308,287640000,[0]
COUNTRY_PRODUCT,"World Bank (SA, December 2016)",World Bank (SA),PAK,Pakistan,2007,1,1,1,c191,"Chickpeas, dry",740500,MT,903.28,920.656,681745768,668878840,USD,1.9237,1.923656009,12866928,[0]
COUNTRY_PRODUCT,"World Bank (SA, December 2016)",World Bank (SA),PAK,Pakistan,2007,1,1,1,c27,Rice,2642700,MT,373.3904,348.7104,921536974.1,986758810.1,USD,-6.6097,-6.609703945,-65221836,[0]
COUNTRY_PRODUCT,"World Bank (SA, December 2016)",World Bank (SA),PAK,Pakistan,2007,1,1,1,c328,Cotton,1982100,MT,672.3296,575.1104,1139926324,1332624500,USD,-14.4601,-14.46005055,-192698176.3,[0]
COUNTRY_PRODUCT,"World Bank (SA, December 2016)",World Bank (SA),PAK,Pakistan,2007,1,1,1,c56,Maize,3604700,MT,193.6432,241.6,870895520,698025643,USD,24.7655,24.76554818,172869877,[0]
COUNTRY_PRODUCT,"World Bank (SA, December 2016)",World Bank (SA),PAK,Pakistan,2007,1,1,1,c571,Mango,1753700,MT,328.0128,327,573459900,575236047.4,USD,-0.3088,-0.308768438,-1776147.36,[0]
COUNTRY_PRODUCT,"World Bank (SA, December 2016)",World Bank (SA),PAK,Pakistan,2007,1,1,1,c882,Milk,42171000,MT,293.5776,404.9328,17076421109,12380460970,USD,37.9304,37.93041431,4695960139,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,PHL,Philippines,2007,1,1,1,c1035,Pig meat,1616715,MT,1636.2746,2208.9707,3571276006,2645389634,USD,35,35,925886372,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,PHL,Philippines,2007,1,1,1,c1058,Poultry meat,745395,MT,1622.5505,2271.5707,1693217432,1209441023,USD,40,40,483776409.1,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,PHL,Philippines,2007,1,1,1,c1062,Eggs,382094,MT,1715.7771,1835.8815,701479303.7,655588134.3,USD,7,7,45891169.4,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,PHL,Philippines,2007,1,1,1,c156,Sugar,2223529.7,MT,278.0176,471.3896,1048148855,618180467.2,USD,69.5539,69.55386185,429968388.1,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,PHL,Philippines,2007,1,1,1,c249,Coconuts,14852927,MT,120.2145,87.4229,1298486372,1785537028,USD,-27.2775,-27.2775444,-487050655.6,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,PHL,Philippines,2007,1,1,1,c27,Rice,10621000,MT,262.3568,372.1649,3952763410,2786491357,USD,41.8545,41.854501,1166272053,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,PHL,Philippines,2007,1,1,1,c486,Bananas,7484073,MT,144.7468,144.7468,1083295404,1083295404,USD,0,0,0,[4]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,PHL,Philippines,2007,1,1,1,c56,Maize,6737000,MT,192.4896,218.8827,1474612859,1296802490,USD,13.7114,13.71144569,177810369.2,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,PHL,Philippines,2007,1,1,1,c571,Mango,1023907,MT,547.0983,547.0983,560177805.1,560177805.1,USD,0,0,0,[4]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,PHL,Philippines,2007,1,1,1,c574,Pineapples,2016462,MT,106.0789,106.0789,213904147.1,213904147.1,USD,0,0,0,[4]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,PHL,Philippines,2007,1,1,1,c866,Bovine Meat,178041,MT,2609.4748,2870.4223,511052856.9,464593506.2,USD,10,10,46459350.62,[0]
COUNTRY_PRODUCT,"Agrimonitor (IDB, July 2018)",Agrimonitor (IDB),PRY,Paraguay,2007,1,1,1,c1035,Pig meat,11478.247,MT,1060.2126,1060.2126,12169382.61,12169382.61,USD,0,0,0,[4;0]
COUNTRY_PRODUCT,"Agrimonitor (IDB, July 2018)",Agrimonitor (IDB),PRY,Paraguay,2007,1,1,1,c236,Soybeans,6000000,MT,191.518,191.518,1149107752,1149107752,USD,0,0,0,[4;0]
COUNTRY_PRODUCT,"Agrimonitor (IDB, July 2018)",Agrimonitor (IDB),PRY,Paraguay,2007,1,1,1,c56,Maize,2008940,MT,88.1727,88.1727,177133636.4,177133636.4,USD,0,0,0,[4]
COUNTRY_PRODUCT,"Agrimonitor (IDB, July 2018)",Agrimonitor (IDB),PRY,Paraguay,2007,1,1,1,c866,Bovine Meat,265321.116,MT,1601.5102,1601.5102,424914485.6,424914485.6,USD,0,0,0,[4;0]
COUNTRY_PRODUCT,"Agrimonitor (IDB, July 2018)",Agrimonitor (IDB),PRY,Paraguay,2007,1,1,1,c882,Milk,265321.116,MT,198.2631,198.2631,52603389.42,52603389.42,USD,0,0,0,[4;0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,RUS,Russian Federation,2007,1,1,1,c1035,Pig meat,1693900,MT,2064.7147,2998.6909,5079482461,3497420286,USD,45.2351,45.23511748,1582062175,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,RUS,Russian Federation,2007,1,1,1,c1058,Poultry meat,1866523.973,MT,2080.22,2442.0243,4558096831,3882780447,USD,17.3926,17.39259775,675316384.7,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,RUS,Russian Federation,2007,1,1,1,c1062,Eggs,2122683.333,MT,1389.5985,1389.5985,2949677678,2949677678,USD,0,0,0,[4]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,RUS,Russian Federation,2007,1,1,1,c116,Potatoes,27195248,MT,248.1791,248.1791,6749291600,6749291600,USD,0,0,0,[4]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,RUS,Russian Federation,2007,1,1,1,c15,Wheat,49368000,MT,220.932,181.9463,8982323259,10906972470,USD,-17.646,-17.64604446,-1924649211,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,RUS,Russian Federation,2007,1,1,1,c156,Sugar,3209000,MT,270.0585,403.0858,1293502391,866617813.1,USD,49.2587,49.25868948,426884577.5,[3]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,RUS,Russian Federation,2007,1,1,1,c267,Sunflower seed,5671000,MT,262.1924,365.3528,2071915611,1486892887,USD,39.3453,39.34531733,585022724.6,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,RUS,Russian Federation,2007,1,1,1,c44,Barley,15559000,MT,219.7509,171.9854,2675920483,3419103586,USD,-21.7362,-21.73619735,-743183103.2,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,RUS,Russian Federation,2007,1,1,1,c56,Maize,3798000,MT,207.0231,201.9768,767107736.5,786273799.7,USD,-2.4376,-2.43758131,-19166063.19,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,RUS,Russian Federation,2007,1,1,1,c71,Rye,3909000,MT,192.4033,140.2244,548137225.6,752104480.7,USD,-27.1195,-27.11953729,-203967255.1,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,RUS,Russian Federation,2007,1,1,1,c75,Oats,5384000,MT,163.0929,116.8159,628936661.6,878092040.4,USD,-28.3746,-28.37463129,-249155378.9,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,RUS,Russian Federation,2007,1,1,1,c866,Bovine Meat,1367704.325,MT,2605.0554,3607.6188,4934155851,3562945529,USD,38.4853,38.4853013,1371210322,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,RUS,Russian Federation,2007,1,1,1,c882,Milk,31988400,MT,221.2485,328.8294,10518726052,7077385103,USD,48.6245,48.62446934,3441340949,[0]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,RWA,Rwanda,2007,1,1,1,c15,Wheat,24633,MT,528.4621,415.4108,10232813.79,13017607.26,USD,-21.3925,-21.39251411,-2784793.471,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,RWA,Rwanda,2007,1,1,1,c176,"Beans, dry",329000,MT,595.1426,523.2317,172143238.9,195801918.6,USD,-12.083,-12.08296622,-23658679.69,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,RWA,Rwanda,2007,1,1,1,c27,Rice,62000,MT,381.2546,786.724,48776887.56,23637783.16,USD,106.3514,106.3513622,25139104.39,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,RWA,Rwanda,2007,1,1,1,c656,Coffee,14683,MT,756.868,1653.7009,24281290.97,11113092.91,USD,118.4926,118.492648,13168198.06,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,RWA,Rwanda,2007,1,1,1,c882,Milk,154865,MT,495.6551,378.7736,58658778.3,76759625.96,USD,-23.5812,-23.58120879,-18100847.66,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,SEN,Senegal,2007,1,1,1,c242,Groundnuts,331195,MT,182.0231,346.0661,114615363.3,60285125.58,USD,90.1221,90.12212746,54330237.71,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,SEN,Senegal,2007,1,1,1,c27,Rice,193379,MT,177.9124,260.8151,50436157.64,34404530.63,USD,46.5974,46.59742981,16031627.01,[1;10]
COUNTRY_PRODUCT,"MAFAP (FAO, July 2018)",MAFAP,SEN,Senegal,2007,1,1,1,c402,Onions,142000,MT,263.9114,350.2374,49733708.15,37475417.21,USD,32.7102,32.71021873,12258290.94,[1;10]
COUNTRY_PRODUCT,"Agrimonitor (IDB, July 2018)",Agrimonitor (IDB),SUR,Suriname,2007,1,1,1,c1035,Pig meat,1607,MT,1180.1223,2607.9137,4190917.266,1896456.54,USD,120.9867,120.9867286,2294460.727,[0]
COUNTRY_PRODUCT,"Agrimonitor (IDB, July 2018)",Agrimonitor (IDB),SUR,Suriname,2007,1,1,1,c1058,Poultry meat,11800,MT,2093.5072,2535.9712,29924460.43,24703384.89,USD,21.1351,21.1350613,5221075.54,[0]
COUNTRY_PRODUCT,"Agrimonitor (IDB, July 2018)",Agrimonitor (IDB),SUR,Suriname,2007,1,1,1,c1062,Eggs,2531.8606,MT,1273.2086,2560.6115,6483111.396,3223586.774,USD,101.1148,101.1148404,3259524.622,[0]
COUNTRY_PRODUCT,"Agrimonitor (IDB, July 2018)",Agrimonitor (IDB),SUR,Suriname,2007,1,1,1,c125,Cassava,3948,MT,480.6403,694.2446,2740877.698,1897567.856,USD,44.4416,44.44161715,843309.8417,[0]
COUNTRY_PRODUCT,"Agrimonitor (IDB, July 2018)",Agrimonitor (IDB),SUR,Suriname,2007,1,1,1,c27,Rice,179011.836,MT,141.2598,140.2878,25113171.24,25287183.52,USD,-0.6881,-0.688144174,-174012.2801,[0]
COUNTRY_PRODUCT,"Agrimonitor (IDB, July 2018)",Agrimonitor (IDB),SUR,Suriname,2007,1,1,1,c486,Bananas,71084,MT,309.3525,309.3525,21990014.39,21990014.39,USD,0,0,0,[4]
COUNTRY_PRODUCT,"Agrimonitor (IDB, July 2018)",Agrimonitor (IDB),SUR,Suriname,2007,1,1,1,c490,Oranges,13651,MT,262.3293,625.8993,8544151.079,3581056.824,USD,138.593,138.5930048,4963094.255,[0]
COUNTRY_PRODUCT,"Agrimonitor (IDB, July 2018)",Agrimonitor (IDB),SUR,Suriname,2007,1,1,1,c866,Bovine Meat,1594,MT,2344.1331,3776.9784,6020503.597,3736548.151,USD,61.1247,61.12474278,2283955.446,[0]
COUNTRY_PRODUCT,"Agrimonitor (IDB, July 2018)",Agrimonitor (IDB),SUR,Suriname,2007,1,1,1,c882,Milk,6271.21,MT,432.2878,660.9496,4144953.994,2710967.385,USD,52.8958,52.8957529,1433986.609,[0]
COUNTRY_PRODUCT,OECD (PSE July 2017 + India (2018),OECD,TUR,Turkey,2007,1,1,1,c1058,Poultry meat,1100000,MT,855.1176,1738.6147,1912476162,940629391.5,USD,103.3188,103.3187756,971846770.1,[0]
